user_id,age,gender,occupation,income,interests,city
7772,31,Male,Unemployed,110704,Finance,Modena
7773,50,Male,Artist,118436,Finance,Naples
7774,30,Male,Artist,145724,Fashion,Florence
7775,65,Other,Unemployed,107245,Finance,Trieste
7776,61,Other,Artist,67710,Sports,Turin
7777,41,Female,Engineer,55067,Technology,Catania
7778,63,Other,Doctor,72741,Sports,Genoa
7779,47,Female,Lawyer,99802,Travel,Florence
7780,68,Male,Engineer,137582,Travel,Naples
7781,63,Male,Engineer,43887,Technology,Bologna
7782,29,Other,Doctor,27735,Politics,Reggio Calabria
7783,47,Female,Teacher,77308,Sports,Parma
7784,23,Other,Artist,131268,Finance,Bologna
7785,48,Other,Doctor,136989,Finance,Genoa
7786,59,Other,Unemployed,82588,Technology,Parma
7787,51,Other,Artist,123637,Finance,Palermo
7788,42,Female,Teacher,25143,Technology,Trieste
7789,48,Other,Teacher,143703,Politics,Trieste
7790,44,Male,Unemployed,138277,Fashion,Naples
7791,51,Other,Engineer,22357,Technology,Genoa
7792,18,Other,Lawyer,136290,Finance,Trieste
7793,60,Female,Unemployed,41121,Technology,Turin
7794,28,Other,Lawyer,149858,Travel,Messina
7795,43,Other,Lawyer,78112,Sports,Milan
7796,35,Female,Unemployed,53786,Travel,Taranto
7797,49,Female,Doctor,112404,Politics,Taranto
7798,32,Other,Lawyer,134616,Politics,Genoa
7799,60,Other,Doctor,140016,Finance,Parma
7800,25,Female,Doctor,82454,Technology,Catania
7801,25,Male,Lawyer,127611,Travel,Modena
7802,48,Female,Unemployed,50148,Sports,Venice
7803,51,Male,Artist,125094,Politics,Genoa
7804,21,Male,Artist,54524,Travel,Palermo
7805,69,Male,Teacher,110576,Finance,Genoa
7806,30,Other,Teacher,147651,Fashion,Turin
7807,28,Male,Lawyer,93234,Technology,Parma
7808,63,Other,Engineer,102177,Fashion,Palermo
7809,52,Other,Unemployed,64973,Finance,Genoa
7810,58,Female,Artist,136611,Sports,Florence
7811,40,Female,Doctor,62834,Politics,Brescia
7812,69,Male,Doctor,108329,Finance,Taranto
7813,50,Female,Lawyer,78115,Travel,Brescia
7814,32,Other,Unemployed,32048,Sports,Bari
7815,40,Male,Doctor,125999,Sports,Taranto
7816,23,Male,Unemployed,59123,Finance,Florence
7817,26,Other,Engineer,100493,Finance,Rome
7818,28,Female,Lawyer,149609,Travel,Florence
7819,60,Female,Doctor,68307,Fashion,Bari
7820,26,Female,Unemployed,92557,Technology,Rome
7821,27,Male,Artist,40032,Politics,Bologna
7822,26,Other,Artist,60626,Travel,Florence
7823,60,Female,Teacher,114454,Finance,Genoa
7824,66,Female,Engineer,61674,Technology,Genoa
7825,37,Other,Doctor,143424,Travel,Taranto
7826,23,Male,Doctor,34357,Sports,Trieste
7827,52,Female,Doctor,77377,Finance,Verona
7828,32,Other,Artist,50156,Politics,Padua
7829,64,Male,Unemployed,24833,Finance,Trieste
7830,38,Female,Doctor,143433,Travel,Bari
7831,19,Female,Engineer,105221,Finance,Modena
7832,65,Female,Doctor,93420,Politics,Verona
7833,19,Female,Unemployed,76313,Technology,Venice
7834,41,Other,Doctor,41936,Sports,Trieste
7835,40,Other,Doctor,118958,Finance,Brescia
7836,19,Female,Engineer,76425,Technology,Modena
7837,19,Other,Lawyer,148968,Politics,Parma
7838,35,Male,Lawyer,29308,Sports,Taranto
7839,23,Male,Doctor,48376,Travel,Verona
7840,63,Female,Unemployed,123366,Politics,Naples
7841,43,Other,Doctor,130538,Politics,Modena
7842,19,Other,Doctor,29395,Finance,Naples
7843,68,Female,Engineer,39878,Finance,Taranto
7844,65,Male,Doctor,50242,Travel,Padua
7845,38,Other,Artist,129584,Politics,Padua
7846,21,Male,Teacher,106720,Finance,Taranto
7847,53,Other,Unemployed,80142,Travel,Milan
7848,69,Female,Artist,125622,Technology,Bari
7849,26,Other,Engineer,129130,Technology,Modena
7850,27,Other,Doctor,56183,Travel,Palermo
7851,32,Female,Unemployed,98498,Technology,Bari
7852,19,Male,Unemployed,64958,Technology,Trieste
7853,21,Male,Artist,68651,Travel,Taranto
7854,23,Male,Lawyer,50580,Sports,Padua
7855,20,Male,Engineer,27523,Travel,Parma
7856,30,Other,Artist,117528,Finance,Reggio Calabria
7857,21,Other,Unemployed,30544,Sports,Turin
7858,27,Male,Lawyer,75543,Technology,Palermo
7859,51,Male,Engineer,21248,Fashion,Messina
7860,23,Female,Teacher,143288,Fashion,Trieste
7861,55,Other,Teacher,91860,Fashion,Verona
7862,69,Female,Lawyer,93276,Sports,Genoa
7863,57,Male,Teacher,62081,Sports,Padua
7864,58,Female,Unemployed,128651,Finance,Catania
7865,35,Male,Engineer,125179,Fashion,Verona
7866,35,Other,Unemployed,82116,Fashion,Padua
7867,31,Other,Lawyer,31908,Politics,Taranto
7868,65,Other,Lawyer,27598,Travel,Palermo
7869,31,Male,Engineer,22821,Finance,Brescia
7870,47,Male,Engineer,37381,Fashion,Florence
7871,58,Female,Artist,119662,Sports,Brescia
7872,41,Other,Unemployed,115951,Travel,Verona
7873,60,Female,Teacher,27647,Fashion,Genoa
7874,24,Male,Unemployed,67075,Fashion,Padua
7875,25,Female,Artist,77662,Finance,Naples
7876,39,Male,Lawyer,92520,Finance,Reggio Calabria
7877,35,Male,Unemployed,138054,Fashion,Padua
7878,57,Male,Engineer,141269,Fashion,Genoa
7879,65,Female,Teacher,81433,Finance,Florence
7880,22,Male,Unemployed,109718,Politics,Messina
7881,20,Female,Teacher,58155,Fashion,Rome
7882,40,Female,Teacher,125091,Finance,Florence
7883,58,Other,Unemployed,87427,Technology,Padua
7884,52,Female,Artist,31946,Technology,Genoa
7885,31,Female,Unemployed,42497,Sports,Bologna
7886,18,Female,Teacher,91830,Sports,Catania
7887,27,Female,Unemployed,67955,Travel,Naples
7888,25,Female,Teacher,33648,Fashion,Taranto
7889,46,Female,Unemployed,126756,Technology,Taranto
7890,65,Female,Engineer,118332,Sports,Trieste
7891,37,Male,Teacher,139050,Fashion,Trieste
7892,35,Female,Teacher,143544,Sports,Florence
7893,56,Male,Lawyer,29783,Fashion,Padua
7894,36,Female,Doctor,127920,Finance,Venice
7895,56,Male,Artist,20430,Fashion,Taranto
7896,27,Other,Lawyer,143778,Sports,Messina
7897,33,Male,Doctor,137870,Finance,Padua
7898,66,Male,Lawyer,61110,Travel,Venice
7899,58,Female,Engineer,38909,Sports,Turin
7900,69,Other,Doctor,44838,Finance,Modena
7901,24,Female,Doctor,81099,Travel,Catania
7902,41,Female,Engineer,27428,Finance,Catania
7903,60,Male,Lawyer,84551,Travel,Bologna
7904,34,Male,Lawyer,86727,Finance,Genoa
7905,49,Male,Doctor,87680,Politics,Parma
7906,55,Other,Artist,43108,Politics,Catania
7907,44,Male,Engineer,44889,Politics,Messina
7908,24,Female,Unemployed,141818,Sports,Rome
7909,63,Female,Artist,61074,Sports,Turin
7910,41,Other,Teacher,55751,Fashion,Rome
7911,19,Other,Artist,125135,Fashion,Genoa
7912,39,Male,Engineer,23333,Fashion,Rome
7913,63,Female,Artist,82486,Politics,Milan
7914,65,Female,Doctor,67370,Fashion,Parma
7915,69,Male,Artist,144991,Politics,Messina
7916,67,Female,Doctor,144667,Fashion,Parma
7917,53,Other,Doctor,58474,Politics,Messina
7918,25,Female,Lawyer,25860,Travel,Catania
7919,33,Female,Doctor,39173,Fashion,Bologna
7920,49,Female,Teacher,46599,Politics,Venice
7921,54,Female,Unemployed,128673,Finance,Trieste
7922,31,Other,Teacher,136189,Technology,Florence
7923,25,Male,Unemployed,53443,Politics,Florence
7924,61,Female,Teacher,36685,Sports,Taranto
7925,59,Male,Artist,146074,Technology,Brescia
7926,43,Other,Engineer,74121,Fashion,Venice
7927,46,Male,Doctor,40171,Politics,Venice
7928,24,Other,Doctor,87166,Finance,Taranto
7929,36,Male,Lawyer,107009,Sports,Palermo
7930,30,Other,Artist,132298,Finance,Verona
7931,39,Male,Lawyer,122784,Finance,Taranto
7932,51,Male,Doctor,128181,Sports,Florence
7933,37,Other,Teacher,44334,Technology,Bari
7934,21,Other,Unemployed,33200,Finance,Rome
7935,26,Male,Lawyer,142651,Technology,Bari
7936,26,Other,Unemployed,115800,Sports,Milan
7937,61,Other,Lawyer,22896,Technology,Parma
7938,68,Other,Engineer,118953,Politics,Rome
7939,25,Female,Doctor,92091,Politics,Naples
7940,29,Male,Lawyer,131554,Politics,Messina
7941,23,Male,Artist,117840,Sports,Turin
7942,66,Other,Engineer,39154,Travel,Modena
7943,53,Female,Teacher,114769,Fashion,Venice
7944,26,Other,Lawyer,116595,Finance,Turin
7945,38,Female,Lawyer,112486,Technology,Bari
7946,40,Other,Artist,30733,Sports,Venice
7947,30,Other,Engineer,54509,Technology,Brescia
7948,35,Other,Engineer,26920,Travel,Brescia
7949,61,Female,Unemployed,102076,Travel,Messina
7950,36,Male,Unemployed,36528,Finance,Trieste
7951,21,Male,Unemployed,114760,Travel,Modena
7952,61,Other,Artist,45949,Sports,Trieste
7953,43,Other,Engineer,132734,Technology,Palermo
7954,67,Male,Artist,124013,Sports,Padua
7955,41,Other,Doctor,50670,Travel,Venice
7956,55,Female,Engineer,131802,Politics,Bari
7957,68,Female,Artist,100454,Technology,Modena
7958,60,Male,Teacher,61425,Finance,Palermo
7959,52,Male,Artist,96979,Politics,Trieste
7960,62,Female,Artist,33542,Travel,Florence
7961,55,Male,Unemployed,117866,Finance,Venice
7962,63,Female,Teacher,86055,Politics,Venice
7963,21,Other,Teacher,117159,Finance,Taranto
7964,34,Female,Doctor,84614,Sports,Modena
7965,23,Male,Artist,42242,Technology,Rome
7966,26,Other,Lawyer,22312,Politics,Bari
7967,25,Female,Unemployed,104693,Finance,Modena
7968,25,Other,Doctor,32983,Fashion,Messina
7969,63,Male,Lawyer,142153,Sports,Brescia
7970,21,Other,Unemployed,126343,Finance,Brescia
7971,33,Female,Lawyer,101458,Fashion,Turin
7972,36,Female,Artist,44137,Travel,Reggio Calabria
7973,27,Female,Artist,96374,Finance,Taranto
7974,47,Other,Artist,145334,Finance,Turin
7975,25,Other,Artist,39598,Fashion,Reggio Calabria
7976,48,Male,Teacher,23534,Politics,Taranto
7977,33,Other,Teacher,102265,Fashion,Parma
7978,33,Other,Teacher,96821,Finance,Bologna
7979,28,Other,Lawyer,81475,Sports,Bari
7980,25,Male,Lawyer,132030,Travel,Verona
7981,21,Male,Artist,64957,Travel,Bologna
7982,27,Male,Doctor,101691,Fashion,Brescia
7983,33,Male,Engineer,123588,Finance,Parma
7984,69,Female,Artist,61551,Travel,Venice
7985,63,Male,Doctor,67737,Fashion,Brescia
7986,47,Other,Doctor,41648,Technology,Bari
7987,64,Other,Artist,127710,Finance,Modena
7988,68,Male,Doctor,37343,Technology,Naples
7989,67,Other,Engineer,36552,Travel,Bologna
7990,63,Other,Artist,29532,Fashion,Reggio Calabria
7991,24,Male,Engineer,118357,Fashion,Messina
7992,48,Female,Engineer,28457,Sports,Modena
7993,48,Male,Teacher,101515,Fashion,Reggio Calabria
7994,63,Other,Lawyer,146367,Sports,Palermo
7995,28,Male,Doctor,120383,Fashion,Turin
7996,37,Other,Lawyer,51109,Travel,Milan
7997,34,Female,Unemployed,144346,Finance,Genoa
7998,42,Female,Unemployed,132351,Technology,Genoa
7999,21,Male,Unemployed,92422,Technology,Genoa
8000,54,Other,Engineer,76111,Finance,Verona
8001,29,Female,Engineer,140494,Sports,Palermo
8002,56,Female,Unemployed,105143,Travel,Bari
8003,19,Male,Doctor,33773,Technology,Florence
8004,52,Female,Artist,119016,Politics,Milan
8005,62,Other,Teacher,24496,Finance,Milan
8006,59,Male,Lawyer,44316,Travel,Brescia
8007,24,Female,Lawyer,83564,Travel,Florence
8008,22,Male,Lawyer,139572,Fashion,Messina
8009,18,Other,Teacher,52267,Fashion,Turin
8010,30,Male,Artist,112603,Fashion,Naples
8011,23,Male,Doctor,121122,Technology,Bari
8012,64,Male,Doctor,78429,Politics,Brescia
8013,24,Other,Engineer,42840,Fashion,Bari
8014,58,Male,Doctor,72993,Travel,Verona
8015,31,Male,Lawyer,78664,Travel,Genoa
8016,59,Male,Lawyer,90992,Politics,Palermo
8017,43,Female,Unemployed,31452,Politics,Trieste
8018,62,Female,Unemployed,53326,Travel,Florence
8019,57,Other,Artist,141492,Politics,Rome
8020,59,Male,Doctor,58009,Fashion,Verona
8021,57,Other,Engineer,77900,Sports,Brescia
8022,42,Male,Doctor,103745,Technology,Reggio Calabria
8023,56,Male,Doctor,53750,Fashion,Venice
8024,22,Female,Doctor,62356,Sports,Rome
8025,69,Other,Doctor,110863,Fashion,Parma
8026,30,Other,Teacher,74645,Politics,Turin
8027,34,Male,Teacher,142647,Travel,Brescia
8028,49,Other,Unemployed,24588,Travel,Brescia
8029,42,Male,Engineer,60935,Technology,Bologna
8030,23,Male,Engineer,26186,Travel,Modena
8031,38,Female,Engineer,88040,Fashion,Messina
8032,51,Male,Lawyer,32820,Finance,Trieste
8033,68,Female,Teacher,78188,Sports,Palermo
8034,23,Female,Unemployed,49134,Fashion,Genoa
8035,24,Female,Doctor,91369,Technology,Rome
8036,68,Female,Teacher,131560,Finance,Modena
8037,62,Male,Teacher,101785,Politics,Catania
8038,44,Female,Engineer,78991,Politics,Modena
8039,29,Other,Teacher,145030,Technology,Parma
8040,22,Other,Lawyer,81801,Politics,Venice
8041,39,Male,Artist,46748,Politics,Verona
8042,61,Female,Engineer,46372,Travel,Parma
8043,24,Male,Artist,91286,Sports,Taranto
8044,43,Male,Doctor,132836,Travel,Rome
8045,29,Male,Lawyer,147762,Technology,Rome
8046,57,Other,Artist,99649,Fashion,Milan
8047,35,Male,Unemployed,67251,Technology,Turin
8048,68,Other,Artist,75558,Sports,Padua
8049,32,Male,Unemployed,25000,Travel,Reggio Calabria
8050,43,Female,Artist,111445,Sports,Bologna
8051,44,Female,Doctor,105729,Politics,Messina
8052,28,Male,Artist,37175,Sports,Bologna
8053,48,Female,Lawyer,115581,Technology,Brescia
8054,48,Male,Engineer,99816,Travel,Naples
8055,23,Male,Engineer,53376,Politics,Naples
8056,45,Male,Artist,93434,Finance,Messina
8057,32,Female,Doctor,126027,Finance,Parma
8058,25,Female,Doctor,76040,Travel,Reggio Calabria
8059,64,Female,Engineer,144830,Fashion,Verona
8060,22,Female,Engineer,111960,Finance,Messina
8061,56,Female,Unemployed,73774,Finance,Turin
8062,50,Other,Artist,116954,Technology,Naples
8063,44,Female,Artist,126289,Finance,Turin
8064,50,Male,Lawyer,142355,Fashion,Verona
8065,36,Female,Artist,49963,Sports,Venice
8066,48,Female,Artist,134462,Finance,Bologna
8067,35,Male,Teacher,50228,Fashion,Catania
8068,29,Male,Lawyer,97841,Finance,Naples
8069,53,Female,Teacher,132400,Technology,Florence
8070,68,Male,Teacher,134720,Politics,Messina
8071,38,Other,Engineer,51373,Fashion,Bologna
8072,21,Male,Unemployed,128558,Politics,Brescia
8073,56,Female,Doctor,147205,Travel,Bologna
8074,43,Male,Teacher,109916,Finance,Genoa
8075,38,Female,Engineer,49871,Technology,Genoa
8076,20,Other,Doctor,111292,Travel,Milan
8077,43,Female,Engineer,136270,Technology,Venice
8078,47,Male,Lawyer,80296,Fashion,Brescia
8079,27,Other,Teacher,30173,Technology,Catania
8080,63,Other,Unemployed,70921,Politics,Reggio Calabria
8081,48,Female,Teacher,25166,Fashion,Naples
8082,36,Male,Unemployed,108849,Finance,Padua
8083,24,Other,Artist,149799,Travel,Catania
8084,67,Female,Artist,80794,Finance,Milan
8085,39,Female,Engineer,86255,Sports,Reggio Calabria
8086,40,Female,Teacher,112394,Technology,Rome
8087,67,Other,Teacher,47938,Technology,Verona
8088,38,Female,Unemployed,49918,Fashion,Milan
8089,50,Female,Artist,119827,Finance,Modena
8090,49,Other,Engineer,83342,Finance,Taranto
8091,33,Female,Unemployed,133890,Technology,Milan
8092,41,Male,Unemployed,99918,Technology,Palermo
8093,42,Other,Teacher,49805,Sports,Bari
8094,24,Other,Engineer,53677,Travel,Rome
8095,50,Other,Engineer,67709,Politics,Verona
8096,60,Male,Lawyer,64106,Travel,Brescia
8097,55,Female,Doctor,143063,Travel,Rome
8098,46,Male,Unemployed,73856,Travel,Venice
8099,60,Female,Doctor,64620,Travel,Venice
8100,44,Female,Teacher,27615,Finance,Milan
8101,52,Male,Artist,112723,Sports,Reggio Calabria
8102,30,Female,Artist,112715,Finance,Rome
8103,55,Other,Teacher,129775,Travel,Bologna
8104,49,Other,Unemployed,41996,Finance,Naples
8105,26,Female,Engineer,53459,Technology,Modena
8106,36,Male,Artist,128076,Travel,Messina
8107,62,Other,Engineer,62102,Travel,Catania
8108,27,Female,Teacher,78927,Fashion,Reggio Calabria
8109,40,Female,Engineer,108830,Technology,Messina
8110,32,Other,Teacher,63246,Finance,Trieste
8111,21,Female,Unemployed,62463,Technology,Padua
8112,55,Other,Unemployed,37358,Sports,Rome
8113,20,Other,Unemployed,141374,Travel,Verona
8114,52,Other,Unemployed,47850,Politics,Catania
8115,28,Male,Doctor,54835,Finance,Parma
8116,33,Female,Teacher,33206,Sports,Taranto
8117,69,Male,Lawyer,134181,Finance,Turin
8118,53,Other,Teacher,40076,Finance,Modena
8119,64,Male,Teacher,144579,Politics,Messina
8120,18,Female,Engineer,89609,Fashion,Padua
8121,48,Other,Unemployed,37442,Politics,Verona
8122,46,Male,Artist,93142,Travel,Brescia
8123,61,Female,Artist,87730,Finance,Parma
8124,28,Male,Engineer,48786,Fashion,Rome
8125,69,Female,Lawyer,132656,Politics,Taranto
8126,65,Male,Artist,109706,Finance,Genoa
8127,46,Female,Engineer,127511,Sports,Reggio Calabria
8128,62,Male,Engineer,91292,Fashion,Messina
8129,31,Female,Lawyer,83395,Finance,Trieste
8130,63,Other,Lawyer,22728,Fashion,Catania
8131,49,Other,Engineer,79596,Politics,Padua
8132,32,Female,Doctor,122942,Technology,Messina
8133,53,Male,Lawyer,58746,Politics,Bologna
8134,21,Female,Engineer,83971,Sports,Modena
8135,55,Female,Unemployed,99112,Politics,Palermo
8136,47,Other,Doctor,102017,Travel,Padua
8137,18,Other,Doctor,90377,Finance,Venice
8138,21,Other,Teacher,126590,Fashion,Bari
8139,25,Other,Lawyer,148478,Politics,Catania
8140,61,Male,Doctor,35564,Travel,Turin
8141,66,Male,Teacher,130365,Travel,Venice
8142,42,Male,Lawyer,121799,Travel,Messina
8143,43,Male,Lawyer,139288,Finance,Catania
8144,33,Female,Artist,63268,Fashion,Genoa
8145,44,Male,Engineer,73690,Sports,Trieste
8146,63,Other,Unemployed,43144,Sports,Palermo
8147,32,Other,Teacher,113506,Technology,Palermo
8148,62,Male,Teacher,92111,Politics,Taranto
8149,43,Other,Artist,65951,Finance,Trieste
8150,58,Male,Teacher,78705,Travel,Palermo
8151,24,Male,Engineer,98867,Sports,Brescia
8152,51,Female,Doctor,24703,Politics,Messina
8153,26,Other,Teacher,129002,Fashion,Verona
8154,57,Other,Artist,62516,Fashion,Florence
8155,33,Male,Engineer,120259,Sports,Bologna
8156,36,Other,Engineer,141877,Sports,Naples
8157,35,Female,Engineer,109510,Finance,Rome
8158,18,Male,Artist,135253,Travel,Messina
8159,29,Male,Lawyer,146562,Fashion,Trieste
8160,24,Other,Artist,67447,Politics,Florence
8161,53,Male,Teacher,133263,Sports,Messina
8162,40,Male,Doctor,27175,Travel,Venice
8163,38,Male,Doctor,63110,Travel,Venice
8164,32,Male,Unemployed,82175,Politics,Taranto
8165,24,Male,Lawyer,136266,Fashion,Modena
8166,61,Other,Teacher,96975,Technology,Catania
8167,28,Other,Teacher,114016,Travel,Padua
8168,23,Male,Lawyer,145936,Fashion,Parma
8169,58,Male,Engineer,144784,Sports,Messina
8170,38,Female,Unemployed,103057,Politics,Padua
8171,43,Male,Teacher,117339,Fashion,Modena
8172,38,Female,Engineer,82786,Sports,Palermo
8173,36,Other,Doctor,30260,Fashion,Catania
8174,66,Female,Lawyer,93215,Politics,Brescia
8175,42,Male,Lawyer,122622,Finance,Padua
8176,46,Female,Artist,107522,Travel,Messina
8177,31,Male,Artist,89132,Travel,Reggio Calabria
8178,38,Other,Doctor,54739,Technology,Naples
8179,30,Female,Artist,28555,Politics,Florence
8180,35,Female,Teacher,118296,Fashion,Taranto
8181,48,Female,Teacher,116539,Travel,Milan
8182,52,Other,Doctor,139827,Technology,Genoa
8183,64,Other,Engineer,32342,Fashion,Milan
8184,40,Male,Unemployed,96523,Finance,Parma
8185,27,Other,Lawyer,80534,Technology,Venice
8186,59,Female,Unemployed,109708,Sports,Modena
8187,62,Male,Engineer,136096,Technology,Milan
8188,67,Female,Doctor,148605,Finance,Messina
8189,44,Male,Teacher,54144,Travel,Reggio Calabria
8190,41,Male,Engineer,115404,Travel,Padua
8191,26,Male,Artist,135258,Fashion,Parma
8192,31,Female,Unemployed,115337,Politics,Parma
8193,43,Female,Doctor,116704,Travel,Reggio Calabria
8194,29,Male,Doctor,96039,Fashion,Padua
8195,47,Female,Unemployed,84832,Finance,Naples
8196,48,Male,Artist,60385,Finance,Messina
8197,62,Other,Artist,106713,Fashion,Verona
8198,62,Female,Unemployed,58579,Fashion,Venice
8199,48,Male,Lawyer,137054,Technology,Modena
8200,58,Male,Engineer,91763,Travel,Trieste
8201,35,Male,Engineer,120033,Fashion,Turin
8202,59,Male,Artist,133450,Travel,Turin
8203,36,Other,Doctor,119488,Travel,Reggio Calabria
8204,43,Female,Teacher,91207,Technology,Turin
8205,61,Female,Doctor,22866,Finance,Palermo
8206,65,Male,Lawyer,104330,Sports,Naples
8207,61,Female,Teacher,104991,Fashion,Venice
8208,38,Male,Lawyer,75584,Technology,Messina
8209,62,Other,Teacher,43098,Finance,Trieste
8210,30,Male,Lawyer,33887,Politics,Bari
8211,55,Male,Unemployed,104361,Fashion,Padua
8212,28,Female,Engineer,20021,Travel,Padua
8213,48,Male,Artist,135389,Finance,Palermo
8214,50,Other,Doctor,37796,Finance,Padua
8215,44,Female,Artist,147251,Finance,Venice
8216,31,Female,Artist,127050,Fashion,Bari
8217,23,Male,Engineer,53030,Sports,Venice
8218,52,Other,Artist,21845,Travel,Padua
8219,25,Other,Engineer,39416,Fashion,Verona
8220,39,Other,Artist,74432,Travel,Bari
8221,45,Female,Lawyer,96535,Finance,Florence
8222,35,Other,Doctor,119880,Fashion,Naples
8223,46,Male,Doctor,56752,Fashion,Genoa
8224,51,Other,Doctor,46902,Finance,Genoa
8225,48,Female,Lawyer,121153,Politics,Trieste
8226,23,Male,Lawyer,35376,Technology,Bari
8227,32,Male,Engineer,118233,Politics,Turin
8228,55,Other,Unemployed,36577,Travel,Florence
8229,23,Other,Unemployed,139638,Technology,Catania
8230,58,Male,Engineer,31126,Travel,Palermo
8231,43,Male,Unemployed,29741,Finance,Palermo
8232,41,Female,Artist,99048,Politics,Messina
8233,63,Other,Engineer,102213,Fashion,Naples
8234,66,Other,Doctor,74158,Finance,Rome
8235,52,Male,Artist,123919,Politics,Palermo
8236,20,Female,Engineer,70778,Fashion,Brescia
8237,31,Male,Unemployed,64725,Fashion,Venice
8238,46,Male,Unemployed,35418,Finance,Reggio Calabria
8239,26,Male,Unemployed,85398,Sports,Verona
8240,26,Female,Engineer,100599,Sports,Milan
8241,42,Female,Artist,87288,Fashion,Verona
8242,29,Female,Unemployed,103134,Technology,Naples
8243,53,Other,Unemployed,116533,Sports,Florence
8244,24,Female,Lawyer,149284,Politics,Messina
8245,40,Other,Artist,24263,Sports,Modena
8246,65,Male,Artist,42076,Sports,Verona
8247,30,Female,Lawyer,77402,Travel,Verona
8248,38,Male,Engineer,20836,Politics,Verona
8249,51,Female,Unemployed,112279,Travel,Rome
8250,38,Male,Lawyer,140161,Finance,Milan
8251,55,Male,Unemployed,121092,Politics,Parma
8252,68,Other,Lawyer,130996,Travel,Milan
8253,63,Other,Doctor,107363,Politics,Genoa
8254,53,Female,Engineer,27735,Sports,Turin
8255,55,Other,Lawyer,69438,Travel,Genoa
8256,64,Female,Lawyer,22662,Sports,Turin
8257,22,Male,Unemployed,73593,Technology,Verona
8258,63,Female,Doctor,78246,Fashion,Venice
8259,52,Female,Artist,147538,Fashion,Venice
8260,37,Male,Lawyer,123721,Politics,Palermo
8261,34,Male,Lawyer,146683,Politics,Bologna
8262,61,Female,Engineer,130037,Finance,Padua
8263,53,Female,Unemployed,45534,Sports,Verona
8264,60,Other,Unemployed,26026,Technology,Naples
8265,69,Female,Artist,147261,Sports,Florence
8266,28,Female,Engineer,130816,Sports,Reggio Calabria
8267,26,Female,Doctor,134876,Travel,Verona
8268,42,Male,Artist,26670,Politics,Verona
8269,24,Other,Doctor,77839,Travel,Palermo
8270,54,Female,Doctor,85701,Finance,Reggio Calabria
8271,27,Male,Doctor,77921,Finance,Brescia
8272,19,Other,Artist,145796,Travel,Reggio Calabria
8273,30,Female,Unemployed,72554,Finance,Naples
8274,49,Male,Doctor,33749,Fashion,Venice
8275,57,Other,Artist,104079,Sports,Turin
8276,47,Female,Unemployed,148048,Technology,Naples
8277,67,Other,Artist,36459,Technology,Bari
8278,47,Female,Engineer,96635,Finance,Genoa
8279,60,Male,Teacher,44431,Technology,Reggio Calabria
8280,36,Female,Lawyer,76925,Sports,Parma
8281,22,Male,Doctor,134627,Travel,Turin
8282,33,Female,Unemployed,51668,Travel,Catania
8283,39,Female,Engineer,117528,Technology,Bologna
8284,42,Male,Teacher,43465,Technology,Naples
8285,66,Other,Unemployed,122495,Technology,Brescia
8286,59,Female,Doctor,141058,Fashion,Turin
8287,45,Male,Engineer,123871,Finance,Rome
8288,60,Other,Engineer,49351,Sports,Parma
8289,29,Female,Doctor,20740,Politics,Brescia
8290,59,Female,Engineer,138692,Sports,Modena
8291,19,Female,Unemployed,121604,Technology,Bari
8292,20,Male,Teacher,130049,Travel,Padua
8293,22,Male,Lawyer,31010,Travel,Palermo
8294,43,Female,Doctor,97426,Travel,Venice
8295,22,Other,Engineer,42787,Finance,Bologna
8296,55,Other,Artist,135641,Travel,Brescia
8297,59,Male,Doctor,132158,Travel,Florence
8298,34,Other,Unemployed,50674,Politics,Genoa
8299,50,Other,Artist,55670,Technology,Milan
8300,28,Male,Teacher,59461,Politics,Rome
8301,26,Other,Lawyer,71852,Finance,Turin
8302,61,Other,Artist,87183,Fashion,Bologna
8303,31,Female,Unemployed,90139,Sports,Rome
8304,41,Male,Artist,80272,Politics,Venice
8305,48,Male,Doctor,100699,Travel,Catania
8306,66,Other,Engineer,113381,Travel,Messina
8307,37,Female,Doctor,146479,Politics,Catania
8308,42,Male,Unemployed,49259,Sports,Milan
8309,31,Other,Engineer,110859,Finance,Padua
8310,28,Male,Teacher,75533,Travel,Bari
8311,29,Other,Doctor,28088,Travel,Turin
8312,38,Male,Engineer,72282,Fashion,Taranto
8313,22,Other,Doctor,38162,Finance,Verona
8314,40,Other,Doctor,89557,Travel,Milan
8315,18,Male,Teacher,116414,Fashion,Bologna
8316,59,Female,Lawyer,113271,Travel,Brescia
8317,67,Other,Engineer,44312,Fashion,Reggio Calabria
8318,22,Male,Doctor,56167,Sports,Bari
8319,62,Other,Lawyer,63945,Sports,Venice
8320,21,Other,Artist,132799,Technology,Modena
8321,38,Other,Unemployed,115361,Travel,Venice
8322,26,Female,Doctor,44636,Technology,Bari
8323,68,Other,Artist,42007,Fashion,Modena
8324,22,Other,Lawyer,124365,Technology,Taranto
8325,34,Female,Unemployed,71093,Fashion,Turin
8326,38,Male,Lawyer,70955,Technology,Padua
8327,61,Male,Artist,35240,Technology,Florence
8328,62,Other,Lawyer,55623,Sports,Modena
8329,62,Other,Unemployed,93545,Sports,Reggio Calabria
8330,67,Female,Unemployed,71651,Finance,Brescia
8331,32,Female,Doctor,44098,Technology,Catania
8332,38,Female,Teacher,75101,Finance,Rome
8333,46,Other,Teacher,114628,Technology,Palermo
