user_id,survey_type,response
14791,Technology,No
29253,Technology,Neutral
18938,Fashion,Neutral
25708,Finance,No
19478,Sports,Yes
26162,Fashion,Neutral
13521,Finance,Yes
28947,Politics,Yes
8728,Finance,No
22040,Politics,No
6509,Politics,Yes
28661,Sports,Neutral
13375,Sports,No
9528,Politics,No
23779,Politics,Neutral
27755,Sports,Neutral
12131,Technology,Yes
15113,Finance,No
24918,Politics,No
20896,Technology,No
22490,Technology,No
1372,Travel,Neutral
25622,Fashion,Neutral
9202,Travel,No
17528,Finance,No
15827,Travel,Yes
27466,Sports,Yes
24674,Travel,No
23231,Technology,No
4,Sports,Neutral
4,Finance,No
3545,Sports,No
16842,Sports,No
16686,Politics,Neutral
6018,Sports,Neutral
10629,Technology,No
10095,Sports,Yes
12322,Politics,No
25483,Fashion,Yes
25507,Travel,Yes
9252,Technology,No
8203,Travel,Neutral
25578,Travel,Neutral
28966,Fashion,Neutral
10522,Technology,No
7333,Fashion,No
12993,Travel,Yes
26903,Fashion,No
29431,Fashion,Neutral
5368,Sports,Neutral
28408,Technology,Yes
25636,Fashion,Yes
27698,Finance,Yes
9806,Fashion,Yes
1971,Politics,Yes
15249,Fashion,No
23026,Technology,No
25930,Politics,No
6655,Finance,Neutral
29755,Politics,Yes
21970,Politics,Neutral
18652,Sports,No
18534,Sports,No
13775,Technology,Neutral
22676,Finance,Yes
20512,Fashion,Neutral
2020,Sports,No
3841,Fashion,No
1818,Fashion,Neutral
7952,Politics,Yes
20630,Travel,Yes
29780,Technology,Yes
20369,Politics,No
1457,Fashion,Yes
7992,Politics,No
3455,Sports,Yes
24264,Fashion,Neutral
12277,Technology,No
23778,Technology,Yes
23225,Fashion,Neutral
27641,Finance,No
13003,Finance,Yes
26706,Finance,No
5341,Technology,No
25053,Fashion,Yes
22325,Travel,Neutral
20222,Finance,Neutral
29246,Travel,Yes
14646,Fashion,Yes
22397,Politics,Yes
6860,Sports,No
6949,Sports,Neutral
24770,Travel,Neutral
361,Finance,No
7200,Technology,Neutral
23610,Finance,No
295,Technology,Neutral
11532,Fashion,No
16503,Sports,Yes
874,Technology,No
8730,Politics,Yes
5047,Sports,Yes
17497,Finance,No
214,Politics,No
26973,Technology,No
8686,Sports,Neutral
4329,Fashion,Neutral
22523,Fashion,Yes
22198,Fashion,No
2504,Travel,Yes
4674,Finance,Yes
23054,Technology,Neutral
1208,Travel,Neutral
8387,Technology,Neutral
5828,Finance,Yes
11827,Politics,Neutral
7618,Travel,Neutral
17196,Fashion,Neutral
17840,Finance,No
27624,Politics,Yes
22124,Technology,Yes
14050,Travel,Neutral
1540,Finance,No
23902,Sports,Yes
10035,Travel,Yes
3467,Sports,No
9003,Travel,Yes
20594,Sports,No
4507,Politics,Neutral
5561,Fashion,No
16087,Sports,Yes
21712,Fashion,No
6743,Politics,No
2323,Travel,Yes
7796,Travel,No
23211,Travel,No
13491,Technology,No
28314,Fashion,Neutral
28195,Fashion,Yes
7002,Sports,Yes
6478,Finance,No
20619,Travel,Yes
7265,Travel,Yes
9701,Technology,Yes
8668,Sports,Yes
15779,Technology,No
15087,Fashion,Yes
12473,Fashion,No
6371,Politics,Neutral
5718,Finance,No
5885,Sports,Yes
28504,Fashion,Neutral
9016,Finance,Yes
25412,Fashion,Yes
8461,Politics,No
7701,Fashion,Yes
3225,Travel,No
8282,Politics,Neutral
8987,Fashion,Yes
27770,Politics,Neutral
4248,Politics,No
17869,Fashion,Neutral
10837,Fashion,Yes
18406,Politics,No
22227,Finance,Yes
25245,Finance,Yes
25379,Finance,Yes
8959,Technology,Yes
15753,Fashion,Neutral
16324,Fashion,Neutral
909,Travel,Neutral
13010,Technology,No
22140,Politics,No
4726,Technology,Neutral
22446,Sports,Yes
13670,Finance,No
22262,Sports,Yes
9271,Fashion,No
16635,Finance,Yes
575,Technology,No
16748,Travel,Neutral
21672,Technology,Yes
28594,Sports,No
7873,Fashion,Yes
17126,Fashion,No
7325,Finance,Neutral
2719,Technology,No
749,Politics,No
12180,Travel,No
12566,Travel,Yes
6536,Fashion,No
7293,Sports,No
5198,Sports,No
29359,Technology,No
25085,Politics,No
20837,Fashion,Neutral
26544,Politics,Yes
20154,Technology,Neutral
17520,Technology,No
29720,Technology,No
17534,Politics,No
11341,Politics,No
10975,Technology,Neutral
16394,Finance,Yes
9310,Fashion,Yes
23962,Fashion,No
10792,Fashion,No
6292,Politics,Neutral
2820,Travel,Yes
19612,Travel,No
10429,Travel,Yes
931,Technology,No
919,Politics,Neutral
10141,Technology,No
13778,Sports,Yes
8996,Politics,No
1916,Finance,Yes
27084,Politics,No
18582,Finance,Neutral
6617,Technology,No
3131,Sports,No
20841,Finance,Yes
5010,Sports,Neutral
25257,Technology,No
15117,Technology,Neutral
9914,Politics,Yes
4907,Travel,Yes
29290,Travel,Neutral
26674,Fashion,Yes
17893,Fashion,No
4718,Finance,Neutral
15201,Politics,Yes
1604,Finance,No
13118,Fashion,No
1609,Sports,Neutral
448,Finance,No
27454,Finance,Neutral
19532,Politics,Yes
7100,Technology,No
14457,Sports,No
13447,Travel,Yes
1527,Finance,Neutral
7854,Sports,Neutral
1466,Politics,No
28098,Politics,No
29607,Politics,Neutral
620,Technology,Yes
29054,Technology,Yes
12583,Technology,Neutral
9471,Fashion,Neutral
20284,Technology,Yes
12911,Politics,No
8765,Technology,Neutral
8481,Finance,No
19984,Finance,No
4078,Fashion,Neutral
19688,Technology,Yes
15530,Fashion,Yes
3550,Politics,Neutral
16929,Travel,Yes
11242,Fashion,Yes
21723,Technology,Yes
4877,Politics,Neutral
2944,Travel,Yes
10857,Politics,Neutral
17568,Finance,No
19351,Finance,No
25288,Technology,Yes
3038,Sports,No
10039,Sports,Yes
12049,Travel,No
18540,Sports,Neutral
5664,Travel,No
21393,Finance,Yes
21449,Technology,Neutral
26971,Travel,Yes
14696,Technology,Yes
25069,Fashion,Neutral
10387,Finance,No
8588,Sports,Neutral
22552,Politics,No
23573,Technology,Yes
7806,Fashion,Yes
15535,Politics,Yes
27242,Sports,No
503,Sports,No
24872,Fashion,No
11713,Fashion,Yes
1728,Technology,No
28720,Finance,No
13166,Travel,Yes
7361,Finance,Neutral
2374,Sports,Neutral
28691,Travel,No
10360,Sports,Yes
19627,Finance,Neutral
18916,Fashion,No
7431,Travel,Neutral
13933,Sports,Neutral
23644,Finance,Neutral
25004,Technology,Neutral
28560,Finance,No
13448,Sports,Neutral
11708,Politics,No
16540,Fashion,No
16354,Technology,Neutral
5451,Technology,Yes
677,Sports,No
23942,Travel,No
28097,Finance,Yes
1598,Technology,Yes
27601,Technology,No
11784,Sports,Neutral
22064,Travel,Neutral
16254,Technology,No
18201,Technology,Yes
9117,Politics,Neutral
19572,Technology,No
202,Politics,Yes
9787,Politics,No
27243,Travel,Neutral
22347,Technology,No
1189,Travel,No
23095,Travel,Yes
2075,Fashion,No
28119,Technology,Neutral
22548,Fashion,Yes
6952,Fashion,No
29936,Technology,Yes
16537,Sports,Yes
25806,Finance,Neutral
25816,Fashion,Yes
4999,Technology,Yes
6130,Technology,Yes
24937,Travel,No
11873,Sports,Yes
27146,Politics,Yes
6542,Politics,Neutral
10309,Finance,Neutral
29139,Travel,Yes
29664,Politics,Neutral
17155,Finance,Yes
11671,Fashion,No
25954,Travel,No
16460,Finance,Yes
1246,Sports,Yes
6327,Fashion,No
13600,Sports,Yes
24179,Fashion,No
370,Politics,No
18794,Finance,No
13889,Travel,No
21665,Travel,No
19122,Technology,Neutral
6435,Sports,No
5905,Fashion,Yes
2106,Technology,Neutral
2115,Sports,No
2915,Politics,No
15058,Technology,No
18810,Sports,No
6723,Technology,No
28939,Technology,Yes
516,Travel,Neutral
20762,Fashion,No
16841,Politics,Yes
20921,Politics,No
13065,Finance,Neutral
17767,Sports,Neutral
14699,Sports,No
22108,Fashion,Yes
8969,Sports,No
21951,Finance,No
13808,Sports,Neutral
11505,Politics,Yes
8134,Technology,Neutral
16235,Sports,Neutral
15226,Sports,Neutral
28213,Travel,Neutral
8392,Travel,No
12186,Politics,Neutral
7621,Fashion,No
13890,Fashion,No
27068,Technology,Neutral
5020,Finance,Yes
29098,Fashion,Yes
23252,Fashion,Neutral
5971,Technology,Yes
4783,Finance,Yes
19051,Politics,No
28504,Finance,No
18875,Politics,Neutral
22921,Fashion,Yes
8595,Technology,Yes
12300,Travel,Neutral
17827,Travel,Neutral
22620,Sports,Neutral
12929,Finance,Neutral
8773,Sports,No
20111,Fashion,Neutral
6687,Travel,No
6875,Politics,Neutral
29253,Technology,Neutral
19772,Fashion,Yes
18221,Fashion,Yes
7838,Technology,No
1584,Politics,Yes
2097,Fashion,Neutral
18975,Travel,Yes
3413,Technology,No
18487,Technology,No
419,Finance,No
19682,Finance,Yes
10998,Finance,Yes
7131,Politics,Neutral
500,Sports,No
12247,Politics,Neutral
11790,Politics,Yes
19115,Travel,Yes
16095,Fashion,No
24778,Sports,Yes
8809,Travel,Yes
10741,Technology,No
12498,Sports,No
8200,Politics,Yes
15278,Politics,Yes
15983,Fashion,Yes
3527,Finance,Yes
17343,Politics,Yes
8004,Travel,Neutral
1752,Finance,Neutral
12613,Politics,Neutral
1983,Politics,Neutral
18143,Politics,No
19323,Fashion,Neutral
15703,Travel,No
10165,Finance,No
24705,Sports,Yes
2032,Sports,Yes
20601,Travel,Yes
10959,Technology,No
11790,Politics,Yes
160,Fashion,Neutral
14224,Finance,No
5095,Travel,Yes
11528,Travel,Yes
24856,Fashion,Neutral
17631,Politics,Neutral
3121,Finance,Yes
1705,Finance,No
21811,Fashion,No
12967,Politics,Yes
4537,Technology,No
26680,Sports,No
26484,Sports,No
26327,Fashion,Neutral
3123,Fashion,Neutral
5961,Fashion,Yes
82,Technology,Yes
12028,Travel,Neutral
11219,Finance,Neutral
5627,Travel,No
26382,Fashion,Yes
11779,Travel,No
23027,Finance,No
1748,Politics,Neutral
28020,Politics,Yes
8585,Fashion,Yes
16887,Politics,Yes
28767,Technology,Neutral
9238,Travel,No
8904,Travel,Yes
19080,Fashion,Yes
19728,Fashion,No
9668,Travel,Yes
5031,Travel,No
1403,Finance,Neutral
28953,Travel,Neutral
6262,Technology,No
17093,Travel,Yes
12688,Politics,Yes
23573,Technology,Yes
11688,Technology,No
6863,Sports,No
18593,Fashion,Yes
18206,Fashion,Yes
1467,Finance,No
1609,Travel,Yes
13458,Politics,Yes
11135,Technology,Yes
5048,Sports,Neutral
21626,Fashion,Neutral
16102,Finance,No
22983,Finance,Neutral
8489,Sports,No
14939,Sports,Yes
12821,Technology,No
969,Technology,No
26260,Finance,No
7383,Travel,Neutral
25665,Sports,Neutral
20123,Politics,Neutral
11850,Finance,No
8165,Technology,Neutral
3742,Politics,Neutral
3719,Fashion,Neutral
14432,Technology,Neutral
12301,Fashion,Yes
23427,Finance,No
25335,Travel,Yes
3390,Travel,Neutral
19113,Finance,Neutral
17869,Politics,Yes
25545,Fashion,Neutral
22541,Technology,No
19228,Technology,No
7836,Finance,Yes
1085,Sports,Yes
13729,Politics,No
24168,Finance,No
20973,Finance,Yes
17181,Travel,Yes
5394,Travel,Yes
5241,Politics,Neutral
9893,Technology,No
24342,Finance,Neutral
13126,Finance,Yes
14226,Technology,Yes
21898,Sports,Yes
11591,Politics,Neutral
10771,Politics,Neutral
8812,Finance,Neutral
22212,Travel,No
17813,Technology,Neutral
4000,Technology,Yes
13681,Politics,Yes
26937,Finance,Yes
25019,Travel,Yes
6028,Finance,No
23128,Technology,Yes
17039,Technology,No
19881,Sports,No
1134,Travel,No
3352,Technology,Neutral
25713,Sports,Yes
26788,Technology,Neutral
877,Travel,Yes
27849,Sports,Neutral
7254,Technology,Yes
23277,Fashion,Neutral
6482,Finance,Yes
24773,Politics,Yes
29896,Technology,Yes
28316,Politics,Neutral
20894,Finance,Neutral
27791,Politics,Neutral
5007,Fashion,Yes
6233,Sports,No
5516,Technology,Yes
27474,Sports,Neutral
22767,Politics,No
9722,Travel,Yes
9743,Sports,No
11379,Technology,No
20525,Fashion,No
917,Finance,Yes
691,Fashion,Neutral
6870,Sports,No
14970,Technology,Neutral
18479,Sports,Neutral
15132,Travel,Neutral
23785,Technology,Yes
27826,Politics,Neutral
24074,Sports,No
16265,Sports,No
22998,Politics,No
1885,Technology,No
6849,Sports,Yes
7213,Fashion,No
28310,Travel,Neutral
23427,Travel,Yes
266,Fashion,No
24099,Finance,Yes
4531,Sports,Neutral
13764,Technology,No
7168,Technology,Yes
16870,Sports,Yes
29360,Fashion,Yes
20031,Politics,Yes
20229,Politics,Yes
21383,Travel,Neutral
27091,Technology,Yes
9565,Finance,Neutral
28680,Travel,Neutral
21087,Sports,Yes
13712,Fashion,Neutral
29197,Travel,Neutral
25041,Travel,No
23977,Politics,No
7508,Travel,No
17794,Fashion,Neutral
4525,Sports,Neutral
21110,Fashion,No
12654,Fashion,Neutral
17437,Technology,Yes
21957,Technology,Neutral
8945,Travel,No
23903,Sports,Neutral
15490,Travel,No
23914,Fashion,Neutral
17058,Fashion,Neutral
23791,Sports,Neutral
1636,Sports,Yes
25721,Travel,Yes
10493,Sports,Neutral
4918,Sports,Yes
1662,Technology,Yes
16041,Fashion,Neutral
21732,Fashion,Yes
2560,Politics,Yes
227,Politics,No
7228,Technology,Neutral
27595,Finance,Yes
1487,Technology,No
16130,Politics,Yes
12349,Technology,Yes
3943,Fashion,No
25232,Technology,Yes
3765,Travel,No
29634,Travel,Yes
28516,Politics,Neutral
5622,Technology,Yes
21775,Sports,Yes
8554,Travel,No
12733,Fashion,Neutral
22149,Politics,No
20739,Technology,No
18065,Sports,Neutral
10845,Travel,Yes
27459,Fashion,Yes
19054,Politics,Neutral
7342,Politics,No
18645,Fashion,Neutral
8249,Travel,Neutral
23181,Politics,Neutral
20282,Technology,Yes
13046,Politics,Neutral
9260,Travel,Neutral
1137,Finance,No
11699,Finance,Yes
5624,Finance,No
10257,Finance,Neutral
4131,Travel,No
22887,Sports,No
3504,Travel,Neutral
16829,Travel,Neutral
29357,Travel,No
15991,Sports,No
29231,Fashion,Neutral
19041,Fashion,Neutral
9320,Sports,Yes
17482,Travel,Neutral
13810,Finance,No
29345,Technology,No
13733,Fashion,Yes
6755,Travel,No
29535,Sports,Yes
12375,Fashion,Neutral
10744,Politics,No
17662,Travel,Yes
2837,Technology,Neutral
22050,Fashion,Yes
22470,Politics,No
10513,Finance,No
17058,Finance,Yes
28942,Finance,Yes
2678,Fashion,Neutral
25222,Travel,Neutral
11828,Fashion,Yes
12509,Travel,No
2214,Travel,Yes
23145,Finance,Neutral
26111,Politics,No
23224,Technology,No
21359,Sports,No
25281,Finance,Yes
15011,Fashion,Yes
3929,Technology,Yes
29088,Technology,Yes
6653,Fashion,Neutral
19565,Technology,No
26409,Fashion,No
4662,Finance,Neutral
25075,Travel,No
11651,Sports,Neutral
17054,Technology,Yes
26762,Finance,Yes
805,Sports,Yes
7998,Travel,No
16751,Travel,Yes
10175,Finance,Neutral
3248,Technology,No
5093,Sports,Yes
12368,Sports,Yes
16371,Travel,Neutral
26204,Technology,Neutral
12774,Technology,Yes
13353,Politics,No
1294,Travel,Yes
2160,Sports,Neutral
20867,Sports,No
3835,Finance,Yes
2025,Finance,Yes
12245,Travel,Yes
4162,Finance,Neutral
6729,Technology,No
27362,Travel,No
18727,Politics,No
15456,Sports,Neutral
6736,Sports,Neutral
7546,Finance,Neutral
22692,Technology,Yes
29802,Sports,Neutral
8138,Travel,No
187,Fashion,No
4066,Technology,Neutral
5563,Fashion,No
13019,Politics,Neutral
862,Politics,No
2478,Fashion,No
11658,Finance,No
25235,Technology,Neutral
534,Fashion,Neutral
5195,Fashion,Neutral
23628,Politics,No
986,Politics,No
3057,Technology,Neutral
6247,Politics,Yes
7275,Travel,Yes
19181,Politics,Neutral
29979,Sports,No
1102,Fashion,Neutral
3601,Sports,No
24491,Travel,Neutral
28113,Technology,Neutral
19753,Fashion,Yes
29671,Politics,Yes
23954,Technology,No
14839,Technology,Yes
2588,Fashion,Yes
19043,Fashion,Neutral
24822,Technology,Neutral
18104,Sports,No
4491,Politics,Yes
473,Politics,Neutral
11916,Fashion,Neutral
902,Fashion,Neutral
29104,Fashion,Neutral
28673,Fashion,Yes
17897,Travel,No
17662,Politics,No
23446,Politics,Neutral
18650,Politics,Yes
17914,Travel,Neutral
6970,Finance,No
16808,Travel,Yes
7821,Sports,No
12155,Politics,No
22953,Technology,Neutral
13050,Technology,No
544,Sports,Yes
10455,Sports,Yes
23491,Politics,Yes
6562,Finance,Neutral
29534,Travel,Yes
24164,Technology,No
2591,Technology,Neutral
450,Travel,No
18357,Finance,Neutral
19676,Technology,Yes
20058,Politics,Neutral
7334,Politics,Neutral
748,Politics,Neutral
8822,Politics,Neutral
11529,Technology,Yes
8387,Technology,Yes
9602,Travel,Yes
15604,Fashion,Neutral
18978,Finance,Yes
16306,Travel,No
17176,Fashion,No
29159,Travel,No
20960,Finance,Yes
15420,Sports,Yes
7837,Technology,No
13653,Fashion,Yes
22911,Sports,Neutral
16976,Fashion,Neutral
29412,Sports,Yes
2119,Technology,No
20502,Fashion,Yes
13762,Finance,No
19442,Travel,Yes
24203,Finance,Neutral
25858,Travel,Neutral
14718,Sports,Yes
15443,Sports,Neutral
2417,Finance,No
11923,Finance,Yes
29473,Fashion,Yes
1679,Fashion,Neutral
7544,Finance,Yes
23963,Sports,Neutral
21667,Politics,Neutral
25531,Finance,No
4776,Finance,No
13779,Fashion,Neutral
11325,Sports,No
20584,Sports,No
8298,Travel,No
6913,Technology,Neutral
27410,Finance,No
23105,Politics,No
9504,Fashion,No
15822,Technology,No
3462,Travel,No
10052,Politics,Yes
8284,Travel,No
10030,Finance,No
24022,Fashion,No
29401,Fashion,Yes
29316,Technology,Neutral
3331,Politics,Yes
15660,Finance,No
24873,Technology,Neutral
21539,Finance,No
21789,Travel,Yes
917,Technology,No
23213,Sports,Neutral
19152,Sports,Neutral
932,Sports,Yes
1506,Travel,No
23691,Fashion,Yes
29148,Politics,No
1059,Fashion,Yes
22705,Technology,Neutral
7202,Fashion,No
7338,Sports,No
27341,Politics,Yes
15381,Politics,Neutral
5070,Sports,Neutral
3289,Sports,Yes
6383,Technology,Neutral
13429,Politics,Neutral
18169,Finance,Yes
4534,Travel,Yes
29293,Politics,No
10990,Sports,Yes
29423,Politics,Neutral
18376,Fashion,Neutral
28463,Finance,Yes
27857,Sports,No
11556,Travel,Yes
25007,Travel,No
20866,Sports,No
6928,Travel,No
22524,Finance,Yes
14695,Technology,Yes
25110,Travel,Yes
10095,Sports,Yes
16570,Travel,No
10721,Technology,No
14450,Politics,No
17225,Fashion,No
20059,Fashion,Yes
5306,Technology,Neutral
6964,Finance,Yes
8243,Fashion,Yes
4087,Finance,Yes
9275,Fashion,Neutral
2995,Politics,Yes
20088,Politics,Neutral
8745,Politics,Neutral
21233,Fashion,Yes
11542,Sports,Neutral
18366,Politics,Yes
9810,Sports,No
24901,Sports,Yes
10845,Fashion,No
11977,Fashion,Yes
17784,Finance,Yes
1603,Fashion,Neutral
2645,Technology,Yes
10798,Sports,No
11902,Travel,Yes
16027,Technology,Yes
5317,Finance,No
557,Technology,Yes
14985,Travel,No
26499,Technology,Neutral
21401,Politics,Neutral
4135,Fashion,Yes
2510,Politics,Neutral
23678,Sports,No
28297,Technology,Yes
13743,Finance,No
1115,Politics,Yes
17059,Technology,Yes
6305,Politics,Yes
19003,Travel,Neutral
8732,Fashion,Neutral
25778,Finance,Yes
28815,Sports,Yes
2151,Politics,Neutral
27249,Sports,Neutral
7130,Sports,No
29096,Sports,Yes
24611,Sports,Yes
10691,Sports,No
3530,Finance,Yes
12048,Politics,Yes
1904,Technology,Yes
23224,Travel,Yes
15396,Fashion,Yes
204,Technology,Neutral
15419,Finance,Yes
24766,Fashion,Neutral
20589,Fashion,Yes
29261,Technology,No
7217,Technology,No
9154,Fashion,Neutral
13655,Finance,No
2861,Finance,No
9082,Travel,Neutral
12785,Technology,Neutral
23447,Technology,Neutral
29776,Technology,No
20239,Technology,No
4699,Finance,Neutral
26794,Technology,Neutral
17695,Fashion,Yes
8820,Finance,Neutral
15213,Travel,Yes
22874,Fashion,Neutral
16765,Fashion,Neutral
11312,Finance,No
23569,Sports,Neutral
27312,Fashion,Neutral
24220,Travel,Yes
28322,Fashion,No
24846,Sports,No
1751,Fashion,Neutral
13947,Politics,No
24090,Sports,Neutral
5050,Finance,Neutral
16050,Travel,No
20207,Technology,Yes
10563,Fashion,Yes
4887,Finance,Neutral
1798,Finance,Neutral
4312,Travel,Neutral
3033,Travel,No
7729,Travel,No
18441,Sports,Yes
29364,Technology,Neutral
25045,Travel,Neutral
11584,Finance,Neutral
27755,Technology,No
17971,Sports,No
17957,Fashion,Yes
29569,Fashion,Neutral
26547,Politics,Neutral
11349,Travel,Neutral
5456,Finance,No
18155,Travel,Neutral
1182,Sports,No
3180,Sports,Yes
14119,Politics,Neutral
29983,Travel,No
19666,Sports,No
21665,Fashion,Neutral
4138,Technology,No
19720,Travel,Neutral
10356,Finance,Yes
5334,Sports,Yes
12556,Technology,Neutral
15899,Technology,Neutral
5213,Sports,Neutral
8889,Finance,Yes
14622,Sports,Neutral
14054,Fashion,No
15532,Travel,No
20370,Finance,Yes
23199,Travel,No
8231,Fashion,No
27110,Finance,Neutral
20877,Sports,Neutral
4262,Finance,Neutral
24458,Sports,Yes
21414,Finance,No
19547,Travel,No
5394,Finance,Yes
11470,Politics,Neutral
25226,Technology,Neutral
24019,Finance,No
16709,Politics,Neutral
6904,Politics,No
12170,Sports,No
16739,Finance,No
7908,Travel,Yes
12386,Fashion,Yes
27215,Finance,No
9523,Technology,Neutral
4383,Finance,No
5827,Technology,No
11697,Travel,Neutral
11618,Travel,Neutral
19301,Fashion,No
21527,Travel,Neutral
9670,Technology,Yes
14665,Travel,Neutral
28972,Technology,No
11479,Technology,Yes
29656,Sports,No
18159,Politics,Neutral
10844,Technology,Yes
20017,Politics,Yes
698,Travel,No
17558,Travel,Neutral
2191,Politics,Yes
3269,Fashion,Yes
21579,Fashion,Yes
3121,Sports,Neutral
22448,Travel,No
27750,Travel,Neutral
10687,Travel,Neutral
8085,Politics,No
15219,Travel,Yes
12186,Politics,Neutral
22974,Technology,No
7690,Politics,Neutral
28128,Fashion,Neutral
24146,Travel,Yes
28791,Travel,Neutral
3964,Fashion,Yes
18878,Politics,Neutral
15026,Finance,Yes
24973,Technology,Yes
3778,Politics,Yes
13781,Politics,Neutral
20476,Technology,No
25007,Politics,No
28707,Technology,Yes
3362,Technology,Yes
1615,Fashion,Yes
9655,Sports,No
16240,Finance,No
21426,Sports,Neutral
9297,Finance,Yes
5948,Travel,No
20738,Travel,Neutral
9450,Sports,No
6469,Fashion,Neutral
19350,Finance,No
25653,Technology,No
27189,Travel,Yes
9739,Travel,Yes
19460,Finance,No
12060,Fashion,No
7335,Politics,Neutral
27134,Sports,Neutral
29921,Travel,Yes
9730,Technology,Yes
18724,Finance,Yes
27798,Politics,No
4196,Travel,Yes
8472,Sports,No
6866,Fashion,No
18348,Fashion,Neutral
3831,Finance,Yes
10748,Travel,Yes
27199,Technology,Yes
18703,Politics,No
18533,Finance,Neutral
6299,Sports,Yes
22610,Finance,No
9155,Finance,No
19578,Fashion,No
3467,Travel,No
3639,Politics,Neutral
28213,Technology,Neutral
21274,Technology,No
13197,Politics,No
16129,Technology,Neutral
24120,Politics,Yes
2451,Fashion,Yes
18696,Technology,Neutral
888,Fashion,Neutral
17473,Finance,Neutral
8245,Politics,Neutral
6162,Sports,No
29922,Politics,Yes
23100,Sports,Yes
12749,Sports,Neutral
16029,Travel,Yes
8652,Fashion,Neutral
23094,Fashion,No
17249,Sports,Yes
24992,Politics,Neutral
21501,Politics,Yes
20941,Technology,No
25759,Politics,Neutral
484,Technology,Yes
3467,Politics,Neutral
8869,Technology,Yes
171,Fashion,Neutral
8662,Finance,No
24534,Politics,No
8289,Sports,Neutral
10451,Technology,Yes
703,Travel,No
26582,Sports,Yes
23419,Finance,No
5698,Politics,Neutral
22761,Technology,Yes
23834,Technology,Yes
2557,Travel,Yes
14779,Travel,Neutral
7176,Politics,Yes
12432,Finance,Yes
20178,Travel,Yes
3740,Technology,No
21193,Fashion,Yes
18383,Sports,Neutral
6037,Finance,Neutral
27093,Fashion,Neutral
10073,Finance,Neutral
13783,Travel,Neutral
26864,Politics,Neutral
2235,Fashion,No
18061,Travel,Neutral
22096,Technology,Neutral
29951,Technology,No
4945,Technology,Yes
18181,Finance,No
9652,Travel,Neutral
17707,Travel,Yes
20145,Travel,Neutral
28345,Fashion,Neutral
14479,Travel,Yes
1002,Technology,No
405,Fashion,Neutral
15979,Sports,Yes
15880,Sports,Neutral
8517,Politics,No
8216,Fashion,Neutral
25972,Politics,No
15943,Finance,Yes
22029,Fashion,Neutral
6973,Politics,Yes
22628,Sports,No
22814,Finance,Yes
19557,Sports,No
13886,Finance,Neutral
8233,Sports,Neutral
14980,Politics,No
24456,Finance,No
417,Sports,Yes
24071,Sports,Neutral
22985,Sports,No
4699,Finance,Neutral
24662,Sports,Yes
11353,Politics,Neutral
2329,Finance,Yes
8442,Finance,No
9204,Fashion,No
27629,Technology,No
27641,Sports,Neutral
21928,Sports,No
18926,Finance,Neutral
12045,Travel,No
11485,Finance,No
22072,Sports,Yes
6855,Technology,Neutral
12169,Finance,Neutral
14206,Politics,Yes
19971,Politics,No
10038,Technology,No
14598,Sports,Yes
15529,Politics,Neutral
21122,Fashion,No
24503,Technology,No
14778,Fashion,No
3925,Technology,Yes
27840,Fashion,No
11301,Technology,Neutral
9567,Technology,Yes
18917,Travel,No
14215,Finance,Neutral
20020,Finance,No
22373,Sports,Neutral
15784,Travel,No
26012,Travel,Neutral
5135,Finance,Neutral
4495,Politics,No
2538,Travel,Yes
10319,Sports,Yes
9931,Travel,Neutral
28951,Travel,Neutral
5383,Technology,Yes
18882,Fashion,Neutral
18901,Travel,Yes
26219,Technology,Yes
13642,Fashion,Yes
10235,Travel,No
29510,Technology,Yes
7530,Politics,Neutral
15596,Travel,Neutral
29378,Sports,No
4159,Politics,Neutral
19020,Fashion,No
3891,Technology,Neutral
9554,Politics,Yes
24006,Sports,Yes
29623,Fashion,Neutral
5280,Politics,Neutral
597,Politics,No
8418,Technology,Yes
26760,Fashion,Neutral
10480,Sports,Yes
11228,Politics,Yes
20828,Sports,No
19067,Politics,Yes
17538,Politics,Yes
16664,Politics,Yes
17203,Technology,Yes
13641,Politics,No
13817,Fashion,Neutral
25324,Sports,Yes
2420,Technology,Neutral
23711,Fashion,No
4592,Technology,Neutral
24964,Sports,No
27207,Finance,Yes
11087,Finance,Neutral
22255,Fashion,Neutral
6621,Travel,Neutral
21024,Sports,Neutral
17434,Sports,No
4994,Sports,No
13485,Travel,No
18881,Finance,Yes
26535,Finance,No
20048,Travel,Neutral
20826,Politics,Yes
3313,Fashion,Yes
6741,Technology,No
8436,Fashion,No
15100,Finance,Yes
1196,Travel,Neutral
29307,Finance,No
25399,Fashion,No
13866,Politics,No
18413,Politics,Neutral
22023,Finance,Yes
6082,Travel,Yes
12481,Technology,Yes
11588,Fashion,Yes
17960,Fashion,Yes
9361,Politics,Yes
3784,Travel,Neutral
22253,Technology,Neutral
5818,Politics,Yes
10321,Travel,Neutral
19700,Fashion,Yes
24666,Politics,No
16912,Fashion,Neutral
21913,Sports,Neutral
7979,Finance,Yes
23620,Travel,Yes
20363,Sports,Neutral
15054,Technology,Yes
23121,Technology,No
11285,Sports,Neutral
28257,Sports,Neutral
16905,Travel,No
11373,Politics,Neutral
15034,Politics,Neutral
23818,Politics,Neutral
16175,Finance,Yes
15796,Sports,Yes
20503,Finance,Neutral
3669,Sports,No
1165,Fashion,No
23221,Sports,Neutral
17580,Politics,No
16426,Sports,No
